VERSION	PATIENTID	FULLNAME	PROCEDURENAME	GENDER	BIRTHDATE	AGE	WEIGHT	SAMPLEDESCRIPTION	SITEID	OPERATORID	SAMPLETYPE	CHANNEL	ONTIME	OFFTIME	SP(min)	R(min)	K(min)	Angle(deg)	MA(mm)	TMA(min)	G(d/sc)	E(d/sc)	TPI(/sec)	EPL(%)	A30(mm)	CL30(%)	LY30(%)	A60(mm)	CL60(%)	LY60(%)	CLT(min)	A(mm)	CI	PMA	LTE(min)	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA75_TXA10		Temporary Operator	CN	1	4/24/2024 1:01:08 PM	4/24/2024 2:23:18 PM	4.3	5.0	1.5	66.5	37.1	21.2	2,947.3	58.9	19.6	0.0	37.1	100.0	0.0	37.1	100.0	0.0	-60.3	42.8	-1.7	0.0	250.0	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA50		Temporary Operator	CN	1	4/23/2024 3:50:25 PM	4/23/2024 5:14:40 PM	3.5	4.8	1.6	60.6	39.5	23.2	3,258.1	65.2	20.6	0.0	39.5	100.0	0.0	27.0	68.5	4.2	-60.9	26.4	-1.1	0.0	70.5	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA75_TXA200		Temporary Operator	CN	4	4/24/2024 1:06:23 PM	4/24/2024 2:28:48 PM	4.5	5.1	1.8	64.3	34.9	21.4	2,684.0	53.7	14.6	0.0	34.9	100.0	0.0	34.9	100.0	0.0	-60.2	42.2	-2.0	0.0	250.0	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA75_TXA75		Temporary Operator	CN	1	4/24/2024 3:04:42 PM	4/24/2024 4:22:22 PM	4.4	5.0	2.1	61.8	30.9	16.7	2,233.3	44.7	10.7	30.5	2.8	9.1	30.5	0.3	1.1	65.8	31.5	0.4	-2.6	0.0	31.5	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_TXA200		Temporary Operator	CN	1	4/24/2024 11:12:27 AM	4/24/2024 12:35:32 PM	4.5	5.1	2.0	63.6	32.5	22.1	2,411.7	48.2	12.1	0.0	32.5	100.0	0.0	32.5	100.0	0.0	-62.0	39.7	-2.4	0.0	250.0	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_0		Temporary Operator	CN	4	4/15/2024 4:23:37 PM	4/15/2024 6:04:12 PM	6.6	8.0	2.2	55.1	58.8	39.5	7,139.6	142.8	31.7	0.0	58.8	100.0	0.0	58.8	100.0	0.0	-61.6	65.3	1.5	0.0	250.0	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA75_TXA10		Temporary Operator	CN	2	4/24/2024 1:02:55 PM	4/24/2024 2:26:25 PM	4.3	4.9	1.4	68.1	43.7	22.4	3,876.6	77.5	27.4	0.0	43.7	100.0	0.0	43.7	100.0	0.0	-60.8	50.3	-0.6	0.0	402.5	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA50		Temporary Operator	CN	2	4/23/2024 3:52:27 PM	4/23/2024 5:15:22 PM	3.5	4.9	1.3	63.6	44.2	21.9	3,958.6	79.2	29.7	0.0	44.0	99.6	0.0	10.5	23.8	18.0	-61.8	10.2	-0.4	0.0	63.6	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA100		Temporary Operator	CN	2	4/23/2024 5:34:49 PM	4/23/2024 6:54:44 PM	3.5	4.9	1.5	61.3	42.1	18.9	3,642.8	72.9	24.3	48.5	0.9	2.0	48.5	0.2	0.6	75.2	26.2	0.2	-0.7	0.0	26.2	
4.2.101	SampleC_tPATXA	SampleC_tPATXA						S4C_tPA75_TXA75		Temporary Operator	CN	2	4/24/2024 3:06:19 PM	4/24/2024 4:27:39 PM	4.5	5.2	1.5	66.5	39.9	20.2	3,316.0	66.3	22.1	4.0	30.3	76.1	4.0	1.2	3.1	40.2	55.6	1.2	-1.3	0.0	55.6	
